entry_time,exit_time,direction,entry_price,exit_price,stop_loss,take_profit,pnl,exit_reason,holding_period,symbol,timeframe
2024-12-30 16:30:00,2024-12-30 18:45:00,short,1.03885,1.04044,1.0403357142857144,1.0343928571428571,-0.0015899999999999803,stop_loss,9.0,EURUSD,15m
2024-12-30 18:45:00,2024-12-31 08:45:00,short,1.04044,1.04183,1.0412785714285715,1.0379242857142856,-0.0013900000000000023,stop_loss,56.0,EURUSD,15m
2024-12-31 08:45:00,2024-12-31 12:15:00,short,1.04183,1.0403,1.04233,1.04033,0.0015300000000000313,take_profit,14.0,EURUSD,15m
2024-12-31 12:15:00,2024-12-31 14:15:00,short,1.0403,1.03807,1.041032857142857,1.0381014285714285,0.0022299999999999542,take_profit,8.0,EURUSD,15m
2024-12-31 14:15:00,2024-12-31 15:45:00,short,1.03807,1.03547,1.0389178571428572,1.0355264285714285,0.0026000000000001577,take_profit,6.0,EURUSD,15m
2024-12-31 15:45:00,2025-01-02 02:30:00,short,1.03547,1.03668,1.036557857142857,1.0322064285714285,-0.0012100000000001554,stop_loss,139.0,EURUSD,15m
2025-01-02 02:30:00,2025-01-02 04:00:00,short,1.03668,1.03743,1.0371807142857143,1.0351778571428571,-0.0007500000000000284,stop_loss,6.0,EURUSD,15m
2025-01-02 04:00:00,2025-01-02 08:00:00,short,1.03743,1.03579,1.0379307142857144,1.0359278571428572,0.0016400000000000858,take_profit,16.0,EURUSD,15m
2025-01-02 08:00:00,2025-01-02 09:00:00,short,1.03579,1.03629,1.03629,1.03429,-0.0004999999999999449,stop_loss,4.0,EURUSD,15m
2025-01-02 09:00:00,2025-01-02 10:30:00,short,1.03629,1.03405,1.036962857142857,1.0342714285714283,0.0022400000000000198,take_profit,6.0,EURUSD,15m
2025-01-02 10:30:00,2025-01-02 13:45:00,short,1.03405,1.03133,1.0349114285714285,1.031465714285714,0.0027199999999998337,take_profit,13.0,EURUSD,15m
2025-01-02 13:45:00,2025-01-02 15:45:00,short,1.03133,1.02741,1.0325692857142859,1.027612142857143,0.003920000000000146,take_profit,8.0,EURUSD,15m
2025-01-02 15:45:00,2025-01-03 09:00:00,short,1.02741,1.02933,1.0287714285714284,1.0233257142857144,-0.0019200000000001438,stop_loss,69.0,EURUSD,15m
