entry_time,entry_price,exit_time,exit_price,pnl
2025-09-18 05:30:00+00:00,1415.800048828125,2025-09-18 06:20:00+00:00,1416.0999755859375,0.2999267578125
2025-09-18 06:25:00+00:00,1415.800048828125,2025-09-18 07:25:00+00:00,1415.5,-0.300048828125
2025-09-18 07:30:00+00:00,1413.800048828125,2025-09-18 08:00:00+00:00,1415.199951171875,1.39990234375
2025-09-18 08:55:00+00:00,1413.0999755859375,2025-09-18 09:35:00+00:00,1414.5999755859375,1.5
2025-09-19 03:45:00+00:00,1410.0999755859375,2025-09-19 05:50:00+00:00,1405.9000244140625,-4.199951171875
2025-09-19 08:50:00+00:00,1411.199951171875,2025-09-19 09:05:00+00:00,1412.5999755859375,1.4000244140625
2025-09-19 09:10:00+00:00,1412.300048828125,2025-09-19 09:15:00+00:00,1412.800048828125,0.5
2025-09-19 09:25:00+00:00,1412.4000244140625,2025-09-22 07:05:00+00:00,1406.199951171875,-6.2000732421875
2025-09-22 07:45:00+00:00,1404.5999755859375,2025-09-23 07:00:00+00:00,1385.5,-19.0999755859375
2025-09-24 03:45:00+00:00,1387.800048828125,2025-09-24 05:20:00+00:00,1387.5,-0.300048828125
2025-09-24 07:50:00+00:00,1393.0,2025-09-24 07:55:00+00:00,1393.800048828125,0.800048828125
2025-09-24 08:05:00+00:00,1392.199951171875,2025-09-25 05:50:00+00:00,1378.699951171875,-13.5
2025-09-25 06:10:00+00:00,1376.199951171875,2025-09-25 07:35:00+00:00,1377.5999755859375,1.4000244140625
2025-09-25 08:25:00+00:00,1376.199951171875,2025-09-26 05:10:00+00:00,1374.5999755859375,-1.5999755859375
2025-09-26 08:00:00+00:00,1378.699951171875,2025-09-26 09:45:00+00:00,1377.800048828125,-0.89990234375
2025-09-29 05:20:00+00:00,1383.0999755859375,2025-09-29 05:25:00+00:00,1385.199951171875,2.0999755859375
2025-09-29 06:05:00+00:00,1378.5,2025-09-29 08:50:00+00:00,1376.199951171875,-2.300048828125
2025-09-29 09:30:00+00:00,1368.699951171875,2025-09-30 06:50:00+00:00,1367.5,-1.199951171875
2025-09-30 07:15:00+00:00,1365.4000244140625,2025-09-30 07:45:00+00:00,1367.300048828125,1.9000244140625
2025-09-30 08:20:00+00:00,1366.0,2025-09-30 08:40:00+00:00,1368.0999755859375,2.0999755859375
2025-09-30 09:20:00+00:00,1366.4000244140625,2025-10-01 03:45:00+00:00,1373.300048828125,6.9000244140625
2025-10-01 05:50:00+00:00,1372.0,2025-10-01 06:10:00+00:00,1374.0,2.0
2025-10-01 06:50:00+00:00,1371.0999755859375,2025-10-01 09:05:00+00:00,1367.0,-4.0999755859375
2025-10-03 03:55:00+00:00,1365.5,2025-10-03 06:40:00+00:00,1362.5,-3.0
2025-10-03 07:00:00+00:00,1358.0999755859375,2025-10-03 07:35:00+00:00,1362.4000244140625,4.300048828125
2025-10-03 08:50:00+00:00,1360.300048828125,2025-10-03 09:10:00+00:00,1362.699951171875,2.39990234375
2025-10-06 05:25:00+00:00,1364.0999755859375,2025-10-06 05:30:00+00:00,1365.4000244140625,1.300048828125
2025-10-06 07:05:00+00:00,1364.4000244140625,2025-10-06 07:25:00+00:00,1368.300048828125,3.9000244140625
2025-10-07 05:45:00+00:00,1381.199951171875,2025-10-07 06:30:00+00:00,1385.699951171875,4.5
2025-10-07 09:30:00+00:00,1386.800048828125,2025-10-08 08:00:00+00:00,1371.5,-15.300048828125
2025-10-08 08:45:00+00:00,1368.800048828125,2025-10-09 03:45:00+00:00,1375.0999755859375,6.2999267578125
2025-10-09 05:20:00+00:00,1373.9000244140625,2025-10-09 05:35:00+00:00,1377.9000244140625,4.0
2025-10-09 07:00:00+00:00,1374.5999755859375,2025-10-09 08:05:00+00:00,1376.0999755859375,1.5
2025-10-10 05:25:00+00:00,1382.0999755859375,2025-10-10 05:45:00+00:00,1383.199951171875,1.0999755859375
2025-10-10 05:55:00+00:00,1381.5999755859375,2025-10-10 07:00:00+00:00,1382.0,0.4000244140625
2025-10-10 08:45:00+00:00,1384.699951171875,2025-10-13 06:40:00+00:00,1371.199951171875,-13.5
2025-10-14 06:35:00+00:00,1378.699951171875,2025-10-14 08:25:00+00:00,1376.0,-2.699951171875
2025-10-15 06:05:00+00:00,1377.300048828125,2025-10-15 06:50:00+00:00,1377.9000244140625,0.5999755859375
2025-10-15 07:05:00+00:00,1377.800048828125,2025-10-15 07:10:00+00:00,1378.0999755859375,0.2999267578125
2025-10-15 08:20:00+00:00,1377.699951171875,2025-10-16 03:45:00+00:00,1378.300048828125,0.60009765625
2025-10-16 05:40:00+00:00,1377.9000244140625,2025-10-16 06:00:00+00:00,1378.5999755859375,0.699951171875
2025-10-17 07:20:00+00:00,1412.800048828125,2025-10-17 09:05:00+00:00,1416.9000244140625,4.0999755859375
