entry_time,exit_time,direction,entry_price,exit_price,stop_loss,take_profit,pnl,exit_reason,holding_period,symbol,timeframe
2024-12-12 12:45:00,2024-12-12 14:00:00,short,2706.465,2690.475,2711.7429642857146,2695.9090714285717,15.990000000000236,take_profit,5.0,EURUSD,15m
2024-12-12 14:15:00,2024-12-13 09:45:00,short,2685.095,2668.775,2693.042857142857,2669.1992857142855,16.31999999999971,take_profit,78.0,EURUSD,15m
2024-12-13 09:45:00,2024-12-13 15:15:00,short,2668.775,2654.835,2674.761285714286,2656.8024285714287,13.940000000000055,take_profit,22.0,EURUSD,15m
2024-12-13 15:15:00,2024-12-13 16:00:00,short,2654.835,2662.305,2661.6713571428572,2641.1622857142856,-7.4699999999998,stop_loss,3.0,EURUSD,15m
2024-12-13 16:00:00,2024-12-13 20:45:00,short,2662.305,2647.745,2669.3524285714284,2648.2101428571427,14.559999999999945,take_profit,19.0,EURUSD,15m
2024-12-13 20:45:00,2024-12-16 01:15:00,short,2647.745,2653.785,2651.591857142857,2640.0512857142858,-6.039999999999964,stop_loss,210.0,EURUSD,15m
2024-12-16 01:15:00,2024-12-16 08:30:00,short,2653.785,2658.298,2658.267214285714,2644.8205714285714,-4.51299999999992,stop_loss,29.0,EURUSD,15m
2024-12-16 08:30:00,2024-12-16 11:15:00,short,2658.298,2662.425,2662.317678571428,2650.2586428571426,-4.1270000000004075,stop_loss,11.0,EURUSD,15m
2024-12-16 11:15:00,2024-12-16 15:00:00,short,2662.425,2652.885,2666.6626071428573,2653.949785714286,9.539999999999964,take_profit,15.0,EURUSD,15m
2024-12-16 15:00:00,2024-12-17 09:30:00,short,2652.885,2639.048,2658.4937142857143,2641.6675714285716,13.837000000000444,take_profit,74.0,EURUSD,15m
2024-12-17 09:30:00,2024-12-17 17:45:00,short,2639.048,2645.764,2645.322392857143,2626.499214285714,-6.716000000000349,stop_loss,33.0,EURUSD,15m
2024-12-17 17:45:00,2024-12-18 16:30:00,short,2645.764,2634.605,2651.0420714285715,2635.2078571428574,11.159000000000106,take_profit,91.0,EURUSD,15m
2024-12-18 16:30:00,2024-12-18 17:15:00,short,2634.605,2639.685,2639.3747857142857,2625.0654285714286,-5.079999999999927,stop_loss,3.0,EURUSD,15m
2024-12-18 17:15:00,2024-12-18 19:00:00,short,2639.685,2616.414,2644.1622857142856,2630.730428571428,23.27099999999973,take_profit,7.0,EURUSD,15m
2024-12-18 19:00:00,2024-12-18 19:45:00,short,2616.414,2604.435,2622.3045,2604.633,11.97900000000027,take_profit,3.0,EURUSD,15m
2024-12-18 19:45:00,2024-12-18 21:30:00,short,2604.435,2587.295,2613.003964285714,2587.297071428571,17.139999999999873,take_profit,7.0,EURUSD,15m
2024-12-19 01:30:00,2024-12-19 10:30:00,short,2614.055,2622.404,2621.7702499999996,2598.6245,-8.34900000000016,stop_loss,36.0,EURUSD,15m
2024-12-19 10:45:00,2024-12-19 12:45:00,short,2619.245,2606.024,2625.3405714285714,2607.053857142857,13.221000000000004,take_profit,8.0,EURUSD,15m
2024-12-19 12:45:00,2024-12-19 14:45:00,short,2606.024,2591.985,2611.74575,2594.5805,14.03899999999976,take_profit,8.0,EURUSD,15m
2024-12-19 17:15:00,2024-12-19 18:45:00,short,2593.075,2599.655,2599.5803928571427,2580.064214285714,-6.580000000000382,stop_loss,6.0,EURUSD,15m
2024-12-19 18:45:00,2024-12-20 07:00:00,short,2599.655,2605.795,2605.24175,2588.4815000000003,-6.139999999999873,stop_loss,49.0,EURUSD,15m
2024-12-20 07:00:00,2024-12-20 14:00:00,short,2605.795,2613.975,2609.635107142857,2598.1147857142855,-8.179999999999836,stop_loss,28.0,EURUSD,15m
2024-12-20 14:00:00,2024-12-20 15:00:00,short,2613.975,2622.015,2619.4712142857143,2602.982571428571,-8.039999999999964,stop_loss,4.0,EURUSD,15m
2024-12-20 15:00:00,2024-12-20 15:45:00,short,2622.015,2630.164,2628.6131785714283,2608.818642857143,-8.149000000000342,stop_loss,3.0,EURUSD,15m
2024-12-20 18:30:00,2024-12-23 06:30:00,short,2625.444,2632.175,2630.6927142857144,2614.946571428571,-6.731000000000222,stop_loss,240.0,EURUSD,15m
2024-12-23 06:30:00,2024-12-23 10:15:00,short,2632.175,2623.148,2635.713285714286,2625.0984285714285,9.027000000000044,take_profit,15.0,EURUSD,15m
2024-12-23 10:15:00,2024-12-23 11:30:00,short,2623.148,2614.735,2626.989607142857,2615.464785714286,8.413000000000011,take_profit,5.0,EURUSD,15m
2024-12-23 11:30:00,2024-12-23 13:30:00,short,2614.735,2618.905,2618.7526428571427,2606.6997142857144,-4.170000000000073,stop_loss,8.0,EURUSD,15m
2024-12-23 13:30:00,2024-12-23 16:00:00,short,2618.905,2608.875,2623.566785714286,2609.5814285714287,10.0300000000002,take_profit,10.0,EURUSD,15m
2024-12-23 16:00:00,2024-12-23 16:30:00,short,2608.875,2615.648,2614.1724642857143,2598.280071428571,-6.773000000000138,stop_loss,2.0,EURUSD,15m
2024-12-23 16:30:00,2024-12-26 00:45:00,short,2615.648,2621.455,2621.2677500000004,2604.4084999999995,-5.806999999999789,stop_loss,225.0,EURUSD,15m
2024-12-26 00:45:00,2024-12-26 01:15:00,short,2621.455,2625.655,2624.7104285714286,2614.9441428571427,-4.200000000000273,stop_loss,2.0,EURUSD,15m
2024-12-26 01:15:00,2024-12-26 11:00:00,short,2625.655,2629.025,2629.0197142857146,2618.9255714285714,-3.369999999999891,stop_loss,39.0,EURUSD,15m
2024-12-26 11:00:00,2024-12-26 13:30:00,short,2629.025,2623.674,2631.6513928571426,2623.7722142857147,5.351000000000113,take_profit,10.0,EURUSD,15m
2024-12-26 13:30:00,2024-12-26 14:45:00,short,2623.674,2629.898,2626.996392857143,2617.0292142857143,-6.22400000000016,stop_loss,5.0,EURUSD,15m
2024-12-26 14:45:00,2024-12-26 15:00:00,short,2629.898,2634.684,2633.854357142857,2621.985285714286,-4.786000000000058,stop_loss,1.0,EURUSD,15m
