entry_time,entry_price,exit_time,exit_price,pnl
2025-09-10 05:45:00+00:00,1892.9000244140625,2025-09-11 04:15:00+00:00,1891.9000244140625,-1.0
2025-09-12 08:00:00+00:00,1910.800048828125,2025-09-15 09:15:00+00:00,1907.300048828125,-3.5
2025-09-18 03:45:00+00:00,1940.4000244140625,2025-09-18 07:45:00+00:00,1945.300048828125,4.9000244140625
2025-09-23 03:45:00+00:00,1944.0,2025-09-24 08:30:00+00:00,1935.5999755859373,-8.400024414062727
2025-09-25 09:45:00+00:00,1935.0,2025-09-29 06:45:00+00:00,1918.0,-17.0
2025-09-29 09:30:00+00:00,1900.5999755859373,2025-10-03 04:15:00+00:00,1872.699951171875,-27.900024414062273
2025-10-09 04:30:00+00:00,1934.0,2025-10-09 09:45:00+00:00,1946.5,12.5
2025-10-10 08:45:00+00:00,1939.9000244140625,2025-10-13 03:45:00+00:00,1953.5,13.5999755859375
2025-10-14 04:00:00+00:00,1947.5,2025-10-15 03:45:00+00:00,1961.199951171875,13.699951171875
2025-10-16 09:15:00+00:00,1968.199951171875,2025-10-17 03:45:00+00:00,1982.0,13.800048828125
