entry_date,entry_price,trade_type,stop_loss,take_profit,exit_date,exit_price,pnl,exit_reason
2021-08-16 02:45:00,1779.138,long,1761.3466199999998,1832.51214,2021-08-16 03:00:00,1777.328,-1.8099999999999454,Opposing Signal
2021-08-16 10:00:00,1776.008,long,1758.24792,1829.28824,2021-08-16 10:45:00,1774.628,-1.3800000000001091,Opposing Signal
2021-08-16 12:30:00,1781.058,long,1763.24742,1834.48974,2021-08-17 00:30:00,1786.818,5.759999999999991,Opposing Signal
2021-08-17 05:00:00,1787.258,long,1769.38542,1840.8757400000002,2021-08-17 12:15:00,1792.196,4.9379999999998745,Opposing Signal
2021-08-17 20:30:00,1785.318,long,1767.46482,1838.87754,2021-08-18 08:15:00,1787.725,2.4069999999999254,Opposing Signal
2021-08-18 12:45:00,1788.138,long,1770.2566199999999,1841.78214,2021-08-18 13:30:00,1785.688,-2.449999999999818,Opposing Signal
2021-08-18 18:15:00,1788.738,long,1770.85062,1842.4001400000002,2021-08-19 00:15:00,1784.915,-3.8230000000000928,Opposing Signal
2021-08-19 07:00:00,1780.908,long,1763.09892,1834.3352399999999,2021-08-19 13:45:00,1784.048,3.1400000000001,Opposing Signal
2021-08-19 23:00:00,1780.778,long,1762.97022,1834.20134,2021-08-19 23:30:00,1779.048,-1.7300000000000182,Opposing Signal
2021-08-20 01:00:00,1782.275,long,1764.45225,1835.7432500000002,2021-08-20 08:30:00,1783.346,1.0709999999999127,Opposing Signal
2021-08-20 11:15:00,1785.098,long,1767.24702,1838.65094,2021-08-20 11:30:00,1783.595,-1.502999999999929,Opposing Signal
2021-08-20 11:45:00,1784.618,long,1766.77182,1838.15654,2021-08-20 12:45:00,1782.158,-2.4600000000000364,Opposing Signal
2021-08-20 15:45:00,1784.839,long,1766.9906099999998,1838.38417,2021-08-20 17:45:00,1782.618,-2.2210000000000036,Opposing Signal
2021-08-23 01:45:00,1785.468,long,1767.6133200000002,1839.03204,2021-08-23 08:00:00,1785.205,-0.26300000000014734,Opposing Signal
2021-08-23 08:30:00,1786.078,long,1768.21722,1839.6603400000001,2021-08-24 00:15:00,1803.398,17.319999999999936,Opposing Signal
2021-08-24 06:00:00,1803.265,long,1785.23235,1857.3629500000002,2021-08-24 07:45:00,1801.898,-1.3670000000001892,Opposing Signal
2021-08-24 09:30:00,1803.298,long,1785.26502,1857.39694,2021-08-24 17:45:00,1805.458,2.160000000000082,Opposing Signal
2021-08-25 12:45:00,1795.598,long,1777.64202,1849.46594,2021-08-25 13:30:00,1790.475,-5.123000000000047,Opposing Signal
2021-08-25 18:00:00,1791.968,long,1774.04832,1845.7270400000002,2021-08-26 00:45:00,1790.088,-1.8800000000001091,Opposing Signal
2021-08-26 10:15:00,1787.125,long,1769.25375,1840.73875,2021-08-26 12:30:00,1782.118,-5.007000000000062,Opposing Signal
2021-08-26 14:00:00,1787.835,long,1769.95665,1841.4700500000001,2021-08-27 08:15:00,1795.735,7.899999999999864,Opposing Signal
2021-08-27 12:45:00,1798.565,long,1780.57935,1852.52195,2021-08-27 13:00:00,1791.665,-6.900000000000091,Opposing Signal
2021-08-27 14:15:00,1801.795,long,1783.7770500000001,1855.84885,2021-08-30 02:15:00,1816.148,14.352999999999838,Opposing Signal
2021-08-30 09:30:00,1815.198,long,1797.04602,1869.6539400000001,2021-08-30 13:00:00,1813.898,-1.300000000000182,Opposing Signal
2021-08-30 23:45:00,1810.348,long,1792.24452,1864.65844,2021-08-31 09:00:00,1814.625,4.277000000000044,Opposing Signal
2021-08-31 10:15:00,1816.865,long,1798.69635,1871.37095,2021-08-31 10:45:00,1812.208,-4.656999999999925,Opposing Signal
2021-08-31 16:45:00,1813.948,long,1795.80852,1868.3664400000002,2021-09-01 00:15:00,1812.838,-1.1100000000001273,Opposing Signal
2021-09-01 03:15:00,1813.738,long,1795.60062,1868.1501400000002,2021-09-01 07:30:00,1812.925,-0.8130000000001019,Opposing Signal
2021-09-01 10:45:00,1813.479,long,1795.34421,1867.88337,2021-09-01 11:30:00,1811.245,-2.234000000000151,Opposing Signal
2021-09-01 12:15:00,1814.265,long,1796.12235,1868.69295,2021-09-01 14:15:00,1811.825,-2.4400000000000546,Opposing Signal
2021-09-01 15:45:00,1815.354,long,1797.20046,1869.81462,2021-09-01 17:15:00,1813.458,-1.8959999999999582,Opposing Signal
2021-09-01 19:15:00,1814.798,long,1796.65002,1869.24194,2021-09-01 23:15:00,1813.448,-1.349999999999909,Opposing Signal
2021-09-02 00:00:00,1814.868,long,1796.71932,1869.31404,2021-09-02 02:00:00,1813.398,-1.4700000000000273,Opposing Signal
2021-09-02 06:00:00,1814.028,long,1795.88772,1868.44884,2021-09-02 12:15:00,1812.765,-1.26299999999992,Opposing Signal
2021-09-03 00:30:00,1810.275,long,1792.17225,1864.5832500000001,2021-09-03 05:00:00,1810.708,0.4329999999999927,Opposing Signal
2021-09-03 05:45:00,1812.548,long,1794.42252,1866.92444,2021-09-03 07:45:00,1811.147,-1.4010000000000673,Opposing Signal
2021-09-03 08:00:00,1812.705,long,1794.5779499999999,1867.0861499999999,2021-09-03 08:15:00,1811.787,-0.9179999999998927,Opposing Signal
2021-09-03 08:30:00,1812.408,long,1794.2839199999999,1866.78024,2021-09-03 08:45:00,1811.465,-0.9429999999999836,Opposing Signal
2021-09-03 09:30:00,1813.108,long,1794.9769199999998,1867.50124,2021-09-03 20:15:00,1827.998,14.8900000000001,Opposing Signal
2021-09-06 06:30:00,1827.698,long,1809.42102,1882.5289400000001,2021-09-06 07:00:00,1825.947,-1.7510000000002037,Opposing Signal
2021-09-06 23:15:00,1823.388,long,1805.15412,1878.08964,2021-09-07 03:30:00,1822.778,-0.6099999999999,Opposing Signal
2021-09-08 00:15:00,1796.225,long,1778.2627499999999,1850.11175,2021-09-08 05:15:00,1797.434,1.20900000000006,Opposing Signal
2021-09-08 07:30:00,1800.158,long,1782.1564199999998,1854.16274,2021-09-08 09:45:00,1796.914,-3.2439999999999145,Opposing Signal
2021-09-08 11:00:00,1799.024,long,1781.0337599999998,1852.99472,2021-09-08 13:00:00,1796.248,-2.77599999999984,Opposing Signal
2021-09-09 07:00:00,1789.598,long,1771.70202,1843.28594,2021-09-09 13:45:00,1790.127,0.5289999999999964,Opposing Signal
2021-09-09 16:45:00,1793.568,long,1775.63232,1847.3750400000001,2021-09-09 22:00:00,1794.104,0.5360000000000582,Opposing Signal
2021-09-09 23:00:00,1795.924,long,1777.96476,1849.80172,2021-09-10 09:45:00,1797.354,1.4300000000000637,Opposing Signal
2021-09-13 02:00:00,1789.374,long,1771.48026,1843.05522,2021-09-13 06:45:00,1788.524,-0.8500000000001364,Opposing Signal
2021-09-13 12:00:00,1791.277,long,1773.3642300000001,1845.01531,2021-09-13 12:30:00,1787.797,-3.480000000000018,Opposing Signal
2021-09-13 13:30:00,1791.744,long,1773.82656,1845.49632,2021-09-13 17:30:00,1791.758,0.014000000000123691,Opposing Signal
2021-09-13 19:45:00,1793.148,long,1775.21652,1846.94244,2021-09-13 22:45:00,1792.828,-0.31999999999993634,Opposing Signal
2021-09-14 05:30:00,1793.068,long,1775.13732,1846.86004,2021-09-14 07:45:00,1790.508,-2.5599999999999454,Opposing Signal
2021-09-14 12:45:00,1797.054,long,1779.08346,1850.9656200000002,2021-09-15 00:00:00,1803.367,6.3129999999998745,Opposing Signal
2021-09-15 04:15:00,1803.528,long,1785.49272,1857.63384,2021-09-15 05:30:00,1803.048,-0.4800000000000182,Opposing Signal
2021-09-15 10:45:00,1802.368,long,1784.34432,1856.43904,2021-09-15 12:45:00,1796.537,-5.830999999999904,Opposing Signal
2021-09-15 22:00:00,1794.458,long,1776.51342,1848.2917400000001,2021-09-16 03:15:00,1792.698,-1.759999999999991,Opposing Signal
2021-09-17 00:30:00,1755.148,long,1737.5965199999998,1807.80244,2021-09-17 11:00:00,1761.077,5.929000000000087,Opposing Signal
2021-09-17 20:45:00,1753.488,long,1735.9531200000001,1806.09264,2021-09-20 01:00:00,1752.088,-1.400000000000091,Opposing Signal
2021-09-20 05:45:00,1750.524,long,1733.01876,1803.03972,2021-09-21 00:45:00,1763.268,12.744000000000142,Opposing Signal
2021-09-21 01:45:00,1765.538,long,1747.88262,1818.50414,2021-09-21 02:45:00,1762.728,-2.8099999999999454,Opposing Signal
2021-09-21 08:45:00,1764.338,long,1746.69462,1817.26814,2021-09-21 19:15:00,1774.778,10.440000000000055,Opposing Signal
2021-09-22 01:45:00,1776.468,long,1758.70332,1829.76204,2021-09-22 08:00:00,1775.477,-0.9909999999999854,Opposing Signal
2021-09-22 14:30:00,1776.847,long,1759.07853,1830.15241,2021-09-22 18:45:00,1766.938,-9.908999999999878,Opposing Signal
2021-09-23 05:30:00,1765.964,long,1748.3043599999999,1818.94292,2021-09-23 06:00:00,1763.364,-2.599999999999909,Opposing Signal
2021-09-23 07:45:00,1766.757,long,1749.08943,1819.75971,2021-09-23 12:45:00,1763.614,-3.143000000000029,Opposing Signal
2021-09-24 00:45:00,1748.204,long,1730.7219599999999,1800.65012,2021-09-24 11:30:00,1752.448,4.244000000000142,Opposing Signal
2021-09-24 15:15:00,1752.134,long,1734.61266,1804.69802,2021-09-24 18:00:00,1747.268,-4.8659999999999854,Opposing Signal
2021-09-26 22:00:00,1749.858,long,1732.35942,1802.35374,2021-09-27 07:30:00,1756.948,7.0900000000001455,Opposing Signal
2021-09-27 12:45:00,1753.778,long,1736.24022,1806.3913400000001,2021-09-27 15:00:00,1750.118,-3.660000000000082,Opposing Signal
2021-09-27 15:30:00,1752.244,long,1734.72156,1804.81132,2021-09-27 15:45:00,1751.014,-1.2300000000000182,Opposing Signal
2021-09-27 16:00:00,1752.094,long,1734.57306,1804.6568200000002,2021-09-27 17:45:00,1751.674,-0.42000000000007276,Opposing Signal
2021-09-28 01:45:00,1752.944,long,1735.41456,1805.53232,2021-09-28 03:45:00,1749.714,-3.230000000000018,Opposing Signal
2021-09-28 15:15:00,1739.095,long,1721.70405,1791.2678500000002,2021-09-28 17:45:00,1734.885,-4.210000000000036,Opposing Signal
2021-09-29 00:15:00,1734.875,long,1717.52625,1786.92125,2021-09-29 12:15:00,1739.415,4.539999999999964,Opposing Signal
2021-09-29 22:45:00,1727.368,long,1710.09432,1779.18904,2021-09-30 06:00:00,1729.546,2.178000000000111,Opposing Signal
2021-09-30 08:00:00,1733.648,long,1716.31152,1785.65744,2021-09-30 09:45:00,1729.198,-4.449999999999818,Opposing Signal
2021-09-30 12:45:00,1737.046,long,1719.67554,1789.15738,2021-09-30 23:00:00,1754.758,17.71199999999999,Opposing Signal
2021-10-01 02:15:00,1755.368,long,1737.81432,1808.02904,2021-10-01 03:30:00,1752.598,-2.769999999999982,Opposing Signal
2021-10-01 06:45:00,1755.635,long,1738.07865,1808.30405,2021-10-01 08:00:00,1752.188,-3.446999999999889,Opposing Signal
2021-10-01 09:15:00,1754.405,long,1736.86095,1807.03715,2021-10-01 12:00:00,1750.025,-4.379999999999882,Opposing Signal
2021-10-01 12:30:00,1757.018,long,1739.44782,1809.72854,2021-10-01 19:00:00,1757.238,0.22000000000002728,Opposing Signal
2021-10-01 19:45:00,1759.898,long,1742.29902,1812.6949399999999,2021-10-04 02:15:00,1759.718,-0.1799999999998363,Opposing Signal
2021-10-04 12:30:00,1757.368,long,1739.79432,1810.08904,2021-10-04 13:15:00,1750.548,-6.819999999999936,Opposing Signal
2021-10-04 14:00:00,1756.533,long,1738.96767,1809.2289899999998,2021-10-05 00:45:00,1765.788,9.25500000000011,Opposing Signal
2021-10-05 12:15:00,1760.328,long,1742.72472,1813.13784,2021-10-05 13:00:00,1753.218,-7.1099999999999,Opposing Signal
2021-10-05 15:30:00,1759.545,long,1741.94955,1812.3313500000002,2021-10-05 22:45:00,1759.608,0.06299999999987449,Opposing Signal
2021-10-06 11:15:00,1755.918,long,1738.35882,1808.59554,2021-10-07 01:00:00,1761.275,5.357000000000198,Opposing Signal
2021-10-07 06:30:00,1763.078,long,1745.44722,1815.97034,2021-10-07 09:15:00,1758.665,-4.413000000000011,Opposing Signal
2021-10-07 11:00:00,1764.118,long,1746.4768199999999,1817.04154,2021-10-07 12:15:00,1759.518,-4.599999999999909,Opposing Signal
2021-10-08 01:15:00,1757.888,long,1740.30912,1810.62464,2021-10-08 05:15:00,1756.618,-1.2699999999999818,Opposing Signal
2021-10-08 06:00:00,1759.055,long,1741.46445,1811.8266500000002,2021-10-08 07:00:00,1755.215,-3.8400000000001455,Opposing Signal
2021-10-08 09:30:00,1759.108,long,1741.51692,1811.88124,2021-10-08 14:45:00,1758.825,-0.2829999999999018,Opposing Signal
2021-10-11 01:00:00,1757.908,long,1740.32892,1810.64524,2021-10-11 03:45:00,1755.325,-2.5829999999998563,Opposing Signal
2021-10-11 12:00:00,1756.758,long,1739.1904200000001,1809.46074,2021-10-11 12:30:00,1752.478,-4.279999999999973,Opposing Signal
2021-10-11 13:30:00,1758.848,long,1741.2595199999998,1811.61344,2021-10-11 17:00:00,1755.288,-3.5599999999999454,Opposing Signal
2021-10-12 01:30:00,1755.618,long,1738.06182,1808.28654,2021-10-12 08:00:00,1757.768,2.150000000000091,Opposing Signal
2021-10-12 09:30:00,1760.648,long,1743.04152,1813.46744,2021-10-12 12:30:00,1754.485,-6.163000000000011,Opposing Signal
2021-10-12 13:45:00,1768.405,long,1750.72095,1821.45715,2021-10-12 16:00:00,1760.235,-8.170000000000073,Opposing Signal
2021-10-12 19:45:00,1761.245,long,1743.6325499999998,1814.08235,2021-10-12 20:45:00,1759.728,-1.5169999999998254,Opposing Signal
2021-10-13 00:15:00,1760.628,long,1743.02172,1813.44684,2021-10-13 12:45:00,1761.558,0.9300000000000637,Opposing Signal
2021-10-13 13:30:00,1778.644,long,1760.85756,1832.00332,2021-10-14 00:15:00,1791.348,12.70399999999995,Opposing Signal
2021-10-14 05:15:00,1790.678,long,1772.77122,1844.3983400000002,2021-10-14 13:45:00,1795.898,5.2199999999998,Opposing Signal
2021-10-14 14:00:00,1797.918,long,1779.9388199999999,1851.85554,2021-10-14 14:30:00,1795.708,-2.209999999999809,Opposing Signal
2021-10-14 15:30:00,1798.274,long,1780.29126,1852.2222199999999,2021-10-14 16:45:00,1796.698,-1.5759999999997945,Opposing Signal
2021-10-14 18:15:00,1797.738,long,1779.76062,1851.6701400000002,2021-10-14 20:00:00,1796.224,-1.5140000000001237,Opposing Signal
2021-10-17 23:15:00,1769.634,long,1751.93766,1822.7230200000001,2021-10-18 03:15:00,1767.964,-1.6700000000000728,Opposing Signal
2021-10-18 12:00:00,1767.258,long,1749.58542,1820.27574,2021-10-18 17:00:00,1764.934,-2.324000000000069,Opposing Signal
2021-10-19 00:30:00,1765.794,long,1748.13606,1818.7678200000003,2021-10-19 11:00:00,1776.588,10.793999999999869,Opposing Signal
2021-10-19 11:45:00,1780.414,long,1762.60986,1833.82642,2021-10-19 13:45:00,1778.168,-2.2460000000000946,Opposing Signal
2021-10-20 01:00:00,1772.078,long,1754.3572199999999,1825.24034,2021-10-20 20:15:00,1781.678,9.600000000000136,Opposing Signal
2021-10-21 01:30:00,1785.008,long,1767.15792,1838.55824,2021-10-21 05:15:00,1784.688,-0.31999999999993634,Opposing Signal
2021-10-21 05:45:00,1785.978,long,1768.11822,1839.55734,2021-10-21 06:45:00,1783.348,-2.630000000000109,Opposing Signal
2021-10-21 08:45:00,1785.938,long,1768.07862,1839.5161400000002,2021-10-21 11:00:00,1780.864,-5.074000000000069,Opposing Signal
2021-10-21 19:15:00,1783.224,long,1765.39176,1836.72072,2021-10-22 15:45:00,1785.744,2.519999999999982,Opposing Signal
2021-10-25 00:30:00,1794.408,long,1776.46392,1848.2402399999999,2021-10-25 02:30:00,1793.628,-0.7799999999999727,Opposing Signal
2021-10-25 02:45:00,1795.028,long,1777.07772,1848.87884,2021-10-26 00:30:00,1805.808,10.779999999999973,Opposing Signal
2021-10-26 06:15:00,1805.138,long,1787.0866199999998,1859.29214,2021-10-26 07:00:00,1802.998,-2.1399999999998727,Opposing Signal
2021-10-26 11:45:00,1802.874,long,1784.84526,1856.9602200000002,2021-10-26 12:15:00,1797.108,-5.766000000000076,Opposing Signal
2021-10-26 18:15:00,1793.334,long,1775.40066,1847.1340200000002,2021-10-26 22:15:00,1792.318,-1.0160000000000764,Opposing Signal
2021-10-26 23:45:00,1793.468,long,1775.53332,1847.27204,2021-10-27 01:00:00,1791.578,-1.8900000000001,Opposing Signal
2021-10-27 10:45:00,1789.104,long,1771.21296,1842.7771200000002,2021-10-28 00:00:00,1795.218,6.114000000000033,Opposing Signal
2021-10-28 01:45:00,1797.498,long,1779.52302,1851.4229400000002,2021-10-28 09:15:00,1799.278,1.7799999999999727,Opposing Signal
2021-10-28 11:30:00,1802.698,long,1784.67102,1856.7789400000001,2021-10-28 14:30:00,1796.394,-6.304000000000087,Opposing Signal
2021-10-28 15:30:00,1802.892,long,1784.86308,1856.9787600000002,2021-10-28 17:00:00,1800.484,-2.408000000000129,Opposing Signal
2021-10-28 18:00:00,1802.024,long,1784.0037599999998,1856.0847199999998,2021-10-28 18:15:00,1800.688,-1.3359999999997854,Opposing Signal
2021-10-29 07:30:00,1796.288,long,1778.32512,1850.1766400000001,2021-10-29 07:45:00,1795.458,-0.8299999999999272,Opposing Signal
2021-10-29 09:45:00,1798.118,long,1780.13682,1852.06154,2021-10-29 11:15:00,1794.034,-4.083999999999833,Opposing Signal
2021-10-29 17:45:00,1781.498,long,1763.68302,1834.9429400000001,2021-10-31 22:45:00,1780.618,-0.8800000000001091,Opposing Signal
2021-11-01 01:15:00,1782.514,long,1764.68886,1835.9894199999999,2021-11-01 06:30:00,1783.128,0.6140000000000327,Opposing Signal
2021-11-01 09:15:00,1784.848,long,1766.9995199999998,1838.39344,2021-11-01 22:30:00,1791.618,6.769999999999982,Opposing Signal
2021-11-02 04:15:00,1793.058,long,1775.12742,1846.84974,2021-11-02 10:30:00,1792.114,-0.94399999999996,Opposing Signal
2021-11-03 08:15:00,1783.308,long,1765.4749199999999,1836.80724,2021-11-03 10:15:00,1780.484,-2.824000000000069,Opposing Signal
2021-11-03 10:45:00,1783.038,long,1765.20762,1836.52914,2021-11-03 12:30:00,1775.968,-7.069999999999936,Opposing Signal
2021-11-03 18:45:00,1772.398,long,1754.67402,1825.5699399999999,2021-11-04 04:45:00,1774.558,2.160000000000082,Opposing Signal
2021-11-04 08:30:00,1776.414,long,1758.64986,1829.70642,2021-11-04 20:30:00,1791.598,15.183999999999969,Opposing Signal
2021-11-05 01:00:00,1794.738,long,1776.79062,1848.58014,2021-11-05 09:30:00,1794.638,-0.10000000000013642,Opposing Signal
2021-11-05 13:15:00,1801.798,long,1783.78002,1855.85194,2021-11-08 00:45:00,1813.418,11.61999999999989,Opposing Signal
2021-11-08 01:00:00,1818.973,long,1800.78327,1873.54219,2021-11-08 06:45:00,1816.633,-2.339999999999918,Opposing Signal
2021-11-08 10:45:00,1817.118,long,1798.94682,1871.63154,2021-11-08 11:15:00,1815.248,-1.8699999999998909,Opposing Signal
2021-11-08 12:30:00,1818.238,long,1800.05562,1872.7851400000002,2021-11-08 23:00:00,1824.093,5.855000000000018,Opposing Signal
2021-11-08 23:15:00,1825.038,long,1806.78762,1879.78914,2021-11-09 00:15:00,1823.928,-1.1099999999999,Opposing Signal
2021-11-09 01:15:00,1825.863,long,1807.60437,1880.6388900000002,2021-11-09 01:30:00,1823.433,-2.4300000000000637,Opposing Signal
2021-11-09 01:45:00,1824.738,long,1806.49062,1879.4801400000001,2021-11-09 02:30:00,1822.903,-1.8350000000000364,Opposing Signal
2021-11-09 05:45:00,1824.608,long,1806.3619199999998,1879.34624,2021-11-09 07:30:00,1821.108,-3.5,Opposing Signal
2021-11-09 09:00:00,1824.778,long,1806.53022,1879.52134,2021-11-09 12:45:00,1823.978,-0.7999999999999545,Opposing Signal
2021-11-09 13:00:00,1826.158,long,1807.8964199999998,1880.94274,2021-11-09 15:15:00,1822.658,-3.5,Opposing Signal
2021-11-09 16:45:00,1828.373,long,1810.08927,1883.2241900000001,2021-11-10 00:45:00,1829.383,1.009999999999991,Opposing Signal
2021-11-10 12:30:00,1826.218,long,1807.9558200000001,1881.0045400000001,2021-11-10 18:30:00,1843.518,17.299999999999955,Opposing Signal
2021-11-10 20:45:00,1852.468,long,1833.94332,1908.04204,2021-11-10 23:45:00,1848.444,-4.024000000000115,Opposing Signal
2021-11-11 00:00:00,1850.598,long,1832.09202,1906.11594,2021-11-11 01:30:00,1847.114,-3.4839999999999236,Opposing Signal
2021-11-11 03:45:00,1849.814,long,1831.3158600000002,1905.30842,2021-11-11 12:45:00,1858.388,8.573999999999842,Opposing Signal
2021-11-11 13:30:00,1862.334,long,1843.71066,1918.2040200000001,2021-11-11 23:30:00,1861.618,-0.7160000000001219,Opposing Signal
2021-11-11 23:45:00,1862.198,long,1843.57602,1918.0639400000002,2021-11-12 00:00:00,1860.878,-1.3200000000001637,Opposing Signal
2021-11-12 05:45:00,1859.818,long,1841.21982,1915.61254,2021-11-12 07:45:00,1856.298,-3.519999999999982,Opposing Signal
2021-11-12 13:00:00,1855.398,long,1836.84402,1911.0599399999999,2021-11-15 01:00:00,1862.288,6.8900000000001,Opposing Signal
2021-11-15 07:45:00,1860.828,long,1842.21972,1916.65284,2021-11-15 14:45:00,1860.514,-0.3140000000000782,Opposing Signal
2021-11-15 16:45:00,1863.344,long,1844.71056,1919.24432,2021-11-15 20:45:00,1863.225,-0.11900000000014188,Opposing Signal
2021-11-16 01:00:00,1864.988,long,1846.3381200000001,1920.93764,2021-11-16 07:00:00,1864.068,-0.9200000000000728,Opposing Signal
2021-11-16 08:45:00,1871.998,long,1853.27802,1928.15794,2021-11-16 13:45:00,1866.948,-5.0499999999999545,Opposing Signal
2021-11-17 00:45:00,1854.368,long,1835.82432,1909.99904,2021-11-17 05:30:00,1852.654,-1.7139999999999418,Opposing Signal
2021-11-17 06:30:00,1854.778,long,1836.23022,1910.42134,2021-11-17 19:45:00,1863.858,9.079999999999927,Opposing Signal
2021-11-17 20:45:00,1866.664,long,1847.99736,1922.66392,2021-11-18 03:00:00,1864.908,-1.7560000000000855,Opposing Signal
2021-11-18 07:45:00,1868.454,long,1849.76946,1924.50762,2021-11-18 09:00:00,1865.324,-3.1299999999998818,Opposing Signal
2021-11-18 12:30:00,1865.904,long,1847.24496,1921.88112,2021-11-18 13:15:00,1856.488,-9.41599999999994,Opposing Signal
2021-11-19 01:15:00,1860.734,long,1842.12666,1916.55602,2021-11-19 06:15:00,1860.6,-0.13400000000001455,Opposing Signal
2021-11-19 09:45:00,1863.994,long,1845.35406,1919.91382,2021-11-19 14:15:00,1858.271,-5.722999999999956,Opposing Signal
2021-11-19 14:45:00,1861.668,long,1843.0513199999998,1917.51804,2021-11-19 16:00:00,1859.088,-2.5799999999999272,Opposing Signal
2021-11-22 04:00:00,1848.604,long,1830.11796,1904.06212,2021-11-22 06:15:00,1844.984,-3.6200000000001182,Opposing Signal
2021-11-23 00:00:00,1808.604,long,1790.5179600000001,1862.86212,2021-11-23 04:00:00,1808.164,-0.44000000000005457,Opposing Signal
2021-11-23 19:15:00,1789.715,long,1771.81785,1843.40645,2021-11-24 08:15:00,1792.508,2.79300000000012,Opposing Signal
2021-11-24 16:30:00,1788.848,long,1770.9595199999999,1842.51344,2021-11-24 18:15:00,1784.628,-4.220000000000027,Opposing Signal
2021-11-24 20:15:00,1787.228,long,1769.35572,1840.8448400000002,2021-11-25 10:00:00,1791.858,4.629999999999882,Opposing Signal
2021-11-25 23:30:00,1791.908,long,1773.9889199999998,1845.66524,2021-11-26 13:15:00,1802.968,11.060000000000173,Opposing Signal
