entry_date,entry_price,trade_type,stop_loss,take_profit,exit_date,exit_price,pnl,exit_reason
2021-10-17 22:00:00,1.16036,long,1.1545582,1.1777654,2021-10-17 22:30:00,1.15984,-0.000520000000000076,Opposing Signal
2021-10-17 23:00:00,1.16003,long,1.15422985,1.1774304499999997,2021-10-17 23:45:00,1.15963,-0.00039999999999995595,Opposing Signal
2021-10-18 07:45:00,1.15927,long,1.15347365,1.1766590499999998,2021-10-18 09:15:00,1.15781,-0.0014600000000000168,Opposing Signal
2021-10-18 10:30:00,1.15871,long,1.15291645,1.1760906499999997,2021-10-18 20:30:00,1.16096,0.0022500000000000853,Opposing Signal
2021-10-18 23:30:00,1.16125,long,1.1554437499999999,1.1786687499999997,2021-10-19 12:15:00,1.16492,0.003670000000000062,Opposing Signal
2021-10-20 01:00:00,1.16396,long,1.1581402,1.1814194,2021-10-20 06:45:00,1.16387,-9.000000000014552e-05,Opposing Signal
2021-10-20 12:30:00,1.1639,long,1.1580804999999998,1.1813584999999998,2021-10-20 20:45:00,1.16485,0.0009500000000000064,Opposing Signal
2021-10-20 22:30:00,1.16529,long,1.15946355,1.1827693499999998,2021-10-21 04:30:00,1.16529,0.0,Opposing Signal
2021-10-21 13:00:00,1.16442,long,1.1585979,1.1818863,2021-10-21 15:15:00,1.16395,-0.00046999999999997044,Opposing Signal
2021-10-22 00:30:00,1.16261,long,1.15679695,1.1800491499999999,2021-10-22 05:45:00,1.16267,6.000000000017103e-05,Opposing Signal
2021-10-22 06:15:00,1.1632,long,1.157384,1.180648,2021-10-22 11:45:00,1.1631,-9.999999999998899e-05,Opposing Signal
2021-10-22 13:30:00,1.16454,long,1.1587173,1.1820080999999998,2021-10-22 15:30:00,1.16315,-0.0013900000000000023,Opposing Signal
2021-10-22 18:45:00,1.16362,long,1.1578019000000002,1.1810743,2021-10-25 06:45:00,1.16447,0.0008499999999997954,Opposing Signal
2021-10-25 07:45:00,1.16581,long,1.15998095,1.1832971499999998,2021-10-25 08:30:00,1.16468,-0.0011300000000000754,Opposing Signal
2021-10-25 18:00:00,1.1615,long,1.1556925,1.1789224999999999,2021-10-25 19:30:00,1.16098,-0.000520000000000076,Opposing Signal
2021-10-25 19:45:00,1.16125,long,1.1554437499999999,1.1786687499999997,2021-10-25 20:00:00,1.161,-0.00024999999999986144,Opposing Signal
2021-10-26 06:00:00,1.16046,long,1.1546577,1.1778669,2021-10-26 07:15:00,1.15969,-0.0007699999999999374,Opposing Signal
2021-10-26 08:15:00,1.16083,long,1.1550258500000001,1.17824245,2021-10-26 13:30:00,1.16073,-9.999999999998899e-05,Opposing Signal
2021-10-26 19:30:00,1.15992,long,1.1541204,1.1773187999999999,2021-10-26 21:00:00,1.15913,-0.0007900000000000684,Opposing Signal
2021-10-27 00:00:00,1.16002,long,1.1542199,1.1774202999999999,2021-10-27 06:00:00,1.15987,-0.0001500000000000945,Opposing Signal
