entry_date,entry_price,trade_type,stop_loss,initial_tp,tp_activated,exit_date,exit_price,exit_reason,pnl,returns
2021-07-29 01:00:00,1816.408,long,1813.683388,1822.765428,True,2021-07-29 19:30:00,1828.748,Trailing Take Profit (EMA Cross),12.340000000000146,0.006793627863343558
2021-07-30 00:00:00,1827.968,short,1830.7099520000002,1821.570112,False,2021-07-30 07:15:00,1830.7099520000002,Stop Loss,-2.741952000000083,-0.0015000000000000454
2021-08-03 12:45:00,1812.521,long,1809.8022185,1818.8648235,False,2021-08-03 13:30:00,1809.8022185,Stop Loss,-2.7187814999999773,-0.0014999999999999875
2021-08-04 01:45:00,1812.798,long,1810.078803,1819.1427930000002,True,2021-08-04 14:00:00,1817.518,Trailing Take Profit (EMA Cross),4.720000000000027,0.002603709845222704
2021-08-04 14:15:00,1811.218,short,1813.9348270000003,1804.8787370000002,False,2021-08-05 07:45:00,1813.9348270000003,Stop Loss,-2.716827000000194,-0.001500000000000107
2021-08-06 11:45:00,1799.538,long,1796.8386930000001,1805.836383,False,2021-08-06 12:15:00,1796.8386930000001,Stop Loss,-2.6993069999998625,-0.0014999999999999235
2021-08-06 12:30:00,1779.898,short,1782.567847,1773.668357,True,2021-08-09 01:15:00,1740.298,Trailing Take Profit (EMA Cross),39.59999999999991,0.02224846592332814
2021-08-13 12:45:00,1762.698,long,1760.053953,1768.867443,True,2021-08-16 01:45:00,1777.008,Trailing Take Profit (EMA Cross),14.309999999999945,0.008118236929978899
2021-09-10 05:30:00,1802.644,long,1799.9400340000002,1808.953254,False,2021-09-10 08:00:00,1799.9400340000002,Stop Loss,-2.7039659999998094,-0.0014999999999998942
2021-09-15 12:45:00,1796.537,short,1799.2318055,1790.2491205000001,False,2021-09-15 13:30:00,1799.2318055,Stop Loss,-2.6948055000000295,-0.0015000000000000163
2021-09-22 18:00:00,1785.638,long,1782.959543,1791.887733,False,2021-09-22 18:15:00,1782.959543,Stop Loss,-2.6784569999999803,-0.001499999999999989
2021-10-01 12:00:00,1750.025,short,1752.6500375000003,1743.8999125000003,False,2021-10-01 12:15:00,1752.6500375000003,Stop Loss,-2.6250375000001895,-0.0015000000000001082
2021-10-01 12:30:00,1757.018,long,1754.3824730000001,1763.1675630000002,False,2021-10-01 14:00:00,1754.3824730000001,Stop Loss,-2.635526999999911,-0.0014999999999999493
2021-10-10 22:15:00,1752.528,short,1755.1567920000002,1746.394152,False,2021-10-10 23:00:00,1755.1567920000002,Stop Loss,-2.628792000000203,-0.0015000000000001158
2021-10-13 12:30:00,1760.158,short,1762.798237,1753.997447,False,2021-10-13 12:45:00,1762.798237,Stop Loss,-2.64023700000007,-0.00150000000000004
2021-10-20 12:00:00,1783.538,long,1780.862693,1789.780383,False,2021-10-20 13:15:00,1780.862693,Stop Loss,-2.6753069999999752,-0.0014999999999999862
2021-10-21 11:00:00,1780.864,short,1783.5352960000002,1774.6309760000001,False,2021-10-21 12:30:00,1783.5352960000002,Stop Loss,-2.6712960000002113,-0.0015000000000001186
2021-10-22 06:30:00,1792.734,long,1790.044899,1799.008569,True,2021-10-22 15:15:00,1800.638,Trailing Take Profit (EMA Cross),7.903999999999996,0.0044089084047047675
